IDALU,SEXO,ESTUDIMARE,ESTUDIPARE,GUARDERIA,REPITE,TESTUDIO,AYUDAPADRES,SINAYUDA,MARGINADO,SOCIABLE,INTEGRADO,INCOMODO,SOLO,ACOSADO,ISEC,MediaLengua,MediaMates,mediaFisica,MediaSYC,CAEBIEN
3855,2,7,3,2,0,4,0,0,2,3,3,2,1,2,-0.37127,512.349615,409.902097,450.0007096,461.3420302,0
8047,2,2,1,2,1,4,0,1,1,3,3,2,1,1,1.81735,629.0221896,735.503603,717.1842986,697.573794,1
26362,1,5,5,3,0,3,1,0,1,4,4,1,1,1,0.63781,554.25908,490.0608926,527.6149774,547.3676982,1
11174,1,6,6,3,0,2,0,1,1,4,4,1,1,1,-0.83564,460.6243966,478.3505116,417.8820526,438.0327388,1
8463,2,6,6,3,0,2,0,1,1,3,4,1,1,1,-1.18621,498.4209356,597.8718736,591.3648906,481.4714224,1
27609,1,6,1,3,1,3,0,1,1,3,3,1,1,1,1.06865,621.3185306,511.0552742,610.206438,610.2890342,1
25006,1,6,6,3,1,2,1,0,1,3,3,1,2,2,-0.11676,641.9320394,626.965429,567.7450016,548.8227364,0
4059,1,6,7,3,0,2,0,0,1,4,4,1,1,1,-1.92912,512.7350658,360.2131358,,472.6408226,1
7816,2,8,8,2,0,2,0,1,1,3,4,1,3,1,-0.61344,369.1470966,444.1713792,444.697143,393.1475676,1
20398,1,8,8,3,1,4,0,1,1,4,4,1,1,1,-0.02147,541.610069,527.15723,436.7227166,534.9889748,1
16049,1,2,6,3,1,2,1,0,1,4,4,1,1,2,0.70134,579.7860872,527.648979,501.7669292,655.2025318,1
1026,2,1,1,1,1,3,0,1,1,4,4,1,1,1,0.81276,604.5769154,604.9829628,628.989846,563.5163912,1
22065,2,8,8,4,0,3,0,0,1,3,4,1,1,2,-1.24013,439.3363892,428.36644,514.3618386,398.7752684,1
5082,2,4,6,2,1,2,1,0,1,3,3,1,1,1,-0.7822,330.7084626,433.331038,287.6882812,402.9917048,1
4639,2,8,8,2,1,1,0,1,2,3,3,2,2,2,-0.69541,367.3908558,,174.7521532,286.1223682,1
24657,2,6,2,3,1,3,1,0,1,2,3,1,1,1,1.22369,523.2150356,625.6527178,422.7377884,422.2983536,1
16665,2,8,8,2,1,3,0,1,1,4,4,1,1,1,1.1904,493.8185248,544.3508894,500.6265072,544.2073372,1
6629,1,2,2,2,1,2,1,0,1,3,4,1,1,1,0.81276,674.6947124,528.2142618,667.2713956,621.6385938,1
1639,1,4,8,1,1,2,0,0,1,4,4,1,1,1,-0.0207,417.7496494,431.841393,381.8919736,458.7999676,1
14610,2,7,7,3,1,3,0,0,1,4,4,2,1,2,-1.06403,472.8500902,392.1460102,319.1244426,320.7376954,1
28654,1,8,8,1,1,2,0,0,1,3,3,1,1,1,0.35363,578.859774,469.9605694,573.5069716,464.0599416,1
9240,1,6,6,2,0,3,0,0,1,4,9,1,1,1,-0.78357,499.9483648,467.6433504,531.5751856,486.9040772,1
2509,2,6,6,3,1,3,0,0,2,2,2,2,2,2,-0.77528,,459.5360072,541.6890236,448.9638478,0
18966,1,8,8,3,0,1,1,0,4,1,1,4,4,4,-0.52281,502.500781,,459.4440592,,0
23428,1,8,8,3,1,2,1,0,2,3,3,2,2,2,0.077,595.7369156,507.9510894,565.2323884,571.4722018,1
4892,2,5,1,2,1,3,1,0,3,2,3,3,2,2,1.46284,467.8632732,435.9149154,523.3668728,435.525889,0
6716,2,4,4,1,0,4,0,0,1,4,4,1,1,1,-0.43163,388.2918256,514.8178162,422.9458052,464.4919996,1
22414,1,1,1,2,1,5,1,0,1,4,4,1,1,1,1.81735,508.6028608,,496.7515812,,1
20044,2,6,6,4,0,3,1,0,2,3,3,3,2,2,-0.11676,453.5563584,430.9270296,555.4370912,545.8711686,1
18061,1,9,9,2,1,3,0,1,1,3,3,1,1,1,-0.46885,430.7688152,500.521276,431.1919988,489.4380442,0
10183,1,4,8,6,0,3,1,0,1,2,3,3,2,2,-0.7822,485.0192528,409.609449,455.4999406,580.2975542,0
4450,1,2,1,3,1,3,1,0,1,4,4,1,1,1,0.86918,516.5199208,523.7259822,498.0770676,499.0901566,1
5837,1,6,6,3,1,2,0,1,1,4,4,1,1,1,-1.04475,578.1874152,630.5706944,565.8660986,602.772229,1
17872,1,3,6,1,0,2,1,0,1,3,3,1,1,1,0.63781,540.898281,562.8619866,485.5182692,619.5159606,1
28021,1,9,9,5,0,3,0,1,1,3,3,1,1,2,0.25701,411.4629528,450.682332,412.2264782,,1
23700,1,6,6,2,1,3,1,0,1,3,4,2,1,1,-1.52649,475.9433142,614.8717104,518.9140326,584.5057356,0
24039,2,4,4,3,1,3,1,0,2,3,3,2,2,2,-1.11419,511.1707048,535.2786254,493.7306064,456.6961142,1
16039,1,6,7,3,1,4,0,0,1,4,4,1,1,1,-0.37264,583.7443512,489.9670226,561.3608654,496.5684286,1
21654,2,4,6,1,1,3,0,0,1,2,4,1,1,1,0.03136,645.853175,593.6760748,600.7349728,654.6113718,1
8466,1,3,6,3,1,3,1,0,1,3,3,3,1,1,0.56466,616.3685778,592.4572586,582.4896134,560.79626,1
27496,2,8,8,1,1,4,0,0,1,3,4,1,1,1,-0.62813,542.2154566,479.4638272,475.832299,491.316721,1
3011,1,2,4,2,1,4,1,0,1,3,4,1,1,1,0.77449,577.4414412,506.8136818,631.0258874,629.3969744,1
3949,1,9,9,5,0,3,0,0,3,3,3,2,2,2,-1.51156,353.8502506,435.839816,350.3006488,335.418595,1
21021,1,8,3,1,1,3,0,0,3,3,3,3,3,3,-0.37957,511.7901378,467.8134426,463.9359086,641.5736818,1
27114,1,8,8,4,1,4,0,1,2,3,3,2,1,1,-0.96686,519.4558966,455.6751696,447.4609542,575.2704136,1
20244,2,2,1,3,1,4,1,0,3,4,1,4,4,9,1.22369,686.004173,564.273922,602.4084212,504.149804,0
24490,2,6,7,1,0,2,0,1,2,3,3,2,2,2,-0.77528,502.8941338,399.8386534,415.8486434,395.6453824,1
803,1,8,4,3,1,4,0,1,1,3,3,1,1,1,-0.37957,451.5604364,469.8278284,440.0977814,492.7992296,1
15337,1,8,8,2,1,3,0,1,9,9,2,1,1,1,-1.18211,531.814624,524.6775418,490.9526452,675.3354992,1
29087,1,2,2,3,1,3,0,0,1,3,4,4,1,2,1.22369,537.4986372,575.7219072,453.3579332,554.6846916,1
7148,2,8,8,6,1,2,0,1,1,3,9,3,2,3,-0.8432,310.6344208,454.5103268,446.9574896,452.9302324,1
13871,2,6,5,3,0,2,0,0,1,2,3,1,3,3,-0.7822,275.9687928,474.9366296,477.5114468,275.411309,1
14815,1,6,6,3,0,4,1,0,1,3,2,2,2,1,-1.18621,483.8378066,577.7690046,416.477155,467.2056718,1
4376,1,1,4,2,1,2,1,0,1,3,3,1,1,1,1.46284,649.4453878,788.0131744,646.374117,687.5035578,1
7130,1,6,7,3,1,2,0,1,1,4,4,1,1,1,-1.04475,545.7899554,422.1423658,445.8626478,531.204567,1
24516,2,3,3,3,1,3,0,0,1,3,3,2,2,2,-0.12369,542.7901298,501.3675146,570.0326612,570.2305312,1
26536,2,6,6,4,1,3,0,1,2,3,3,2,3,9,-0.37264,357.4125824,519.0089726,418.815136,416.8427694,1
7086,1,1,4,2,1,4,1,0,1,2,4,1,1,1,0.82106,573.5480214,410.8996624,582.9114522,645.7633724,1
4230,1,7,8,1,1,2,0,0,1,4,4,3,1,1,-1.46666,538.3136784,358.3957264,422.9974654,527.4307628,1
13178,2,2,3,3,1,3,0,1,1,3,4,1,1,1,-0.29495,481.6792118,501.89808,403.7145448,384.3121168,1
20369,2,4,6,4,0,1,0,1,1,4,4,1,3,4,-0.45567,430.9573188,595.1466492,530.5707086,471.8215738,1
6689,1,4,4,2,1,4,0,1,1,4,4,1,1,1,0.91917,637.963659,469.3315786,527.4325194,553.64294,1
22242,2,1,1,2,1,3,0,1,2,3,3,3,4,2,1.47958,737.299052,607.3320672,728.205081,655.6212636,1
19452,1,6,3,3,0,1,0,0,1,3,4,1,1,1,0.03136,523.5477628,406.4552274,519.196576,528.267905,1
28667,1,7,6,3,0,3,0,1,1,4,4,1,1,1,-1.18621,558.209167,455.804374,560.8433104,549.6714212,1
7864,1,8,8,2,1,2,0,0,1,3,3,1,1,2,-0.76127,515.6826614,531.0160394,566.842235,502.2600126,1
14002,2,6,6,3,1,4,1,0,1,3,4,1,1,1,-0.37264,478.3221722,584.6237688,540.6984994,497.3953402,1
10888,1,4,7,4,1,2,0,0,1,4,4,1,1,1,-0.37127,494.8455026,462.0418242,450.469385,464.0722176,1
5124,2,6,7,3,0,1,0,1,2,3,2,2,2,1,-1.44739,509.0069258,515.9240258,596.5829988,537.496589,0
2384,1,2,3,1,1,4,1,0,2,3,3,3,2,2,0.11598,553.4318048,378.808247,457.9168332,493.2190598,1
13573,1,5,9,3,0,4,0,0,1,2,4,2,1,1,0.63781,434.6177096,433.6116502,443.8443096,484.8279868,1
2714,1,2,1,2,1,3,0,1,1,3,3,1,1,1,1.81735,575.08111,582.2504548,612.4651618,595.388026,1
17847,2,5,4,3,1,3,0,1,1,4,4,1,1,1,0.28724,566.9452038,560.045551,680.0588386,645.9726486,1
27525,2,9,2,3,0,2,0,1,1,3,3,1,1,1,0.84159,279.0386814,411.3837946,216.6063952,340.9099124,1
1120,1,7,7,6,0,3,0,1,1,4,4,1,1,1,-2.47525,549.559784,466.8431226,470.8747754,,1
2344,1,5,5,2,1,4,0,0,1,3,4,1,1,1,-0.37127,683.2629874,489.9984118,481.6110678,620.7976082,1
23047,1,6,6,3,1,3,0,1,1,3,3,2,1,2,-1.11556,569.1202548,387.0509,520.0427834,452.9314658,1
15311,1,8,8,1,1,3,0,0,1,4,4,1,1,1,-0.18224,514.1485862,436.394558,478.5898634,484.2000284,1
10373,2,8,1,5,0,2,0,0,1,4,4,2,2,1,-0.29495,372.3503754,369.9895882,368.5758108,272.9106918,1
12109,1,9,9,2,1,3,1,0,1,3,3,2,1,1,0.81789,589.6311346,649.8327932,631.6602198,583.0271754,1
12872,1,2,6,2,1,5,1,0,1,2,4,1,1,1,1.22369,557.20725,600.1271256,535.9262196,631.6968312,1
10135,1,6,6,3,1,3,1,0,1,3,3,1,1,1,-0.78357,538.349628,483.134581,485.2609844,581.7454752,1
10504,2,6,7,1,1,3,1,0,1,3,4,1,1,1,-0.78357,656.1111864,440.5480296,525.1387072,596.86832,1
19397,2,8,8,1,1,3,1,0,1,3,4,1,1,1,1.03968,460.0411346,521.0369164,470.8060764,347.8216886,1
19443,2,3,4,3,1,2,0,0,1,4,4,1,1,1,-0.0207,649.3923272,553.1317292,656.9096306,559.6972338,1
29070,1,7,7,3,0,4,0,0,2,3,3,2,3,1,-1.21907,377.4469586,344.4375898,336.825545,407.4045864,0
15797,1,6,3,3,1,3,0,0,1,4,4,1,1,1,-1.11419,491.2790818,435.8314502,474.0328998,541.9071246,1
20798,1,8,8,3,1,4,0,1,1,3,4,2,1,1,1.67383,586.906401,627.7271128,658.5323928,582.5816594,1
28553,2,1,1,1,1,2,0,1,2,3,3,2,1,1,1.81735,606.8976426,612.0591942,617.7163504,488.593861,1
17611,1,6,7,2,1,3,0,0,1,4,4,1,1,1,-0.77528,504.925271,519.8418814,559.7280482,609.66649,1
16374,1,8,8,1,1,3,0,1,1,4,4,1,1,1,0.19851,,573.254086,517.7719376,434.884053,1
23487,2,4,6,1,1,3,0,0,1,4,2,1,1,1,0.28724,517.09394,494.9150736,569.570634,474.336522,1
13107,2,9,9,1,1,4,0,1,3,3,3,3,1,2,-0.18963,455.9214552,667.3665526,474.7269824,435.5050558,0
3401,1,6,6,1,1,4,0,1,1,2,4,1,1,1,-1.44739,568.7469372,557.4473964,507.281682,655.03187,1
5831,2,8,8,3,1,3,0,0,1,4,4,1,3,1,0.63303,529.278595,507.7510412,516.463689,390.8339276,1
647,1,8,8,3,1,4,1,0,1,3,4,2,1,1,0.03874,419.5381114,499.852246,511.6245192,472.868591,1
16697,2,6,4,2,0,3,0,0,1,4,3,1,1,1,-1.11419,388.2843556,371.8174792,450.438626,418.3199268,1
16376,1,7,6,2,1,3,1,0,2,3,4,1,1,1,-1.18621,623.0824518,481.416952,471.2548586,610.710181,1
6322,2,8,8,1,1,1,0,1,4,1,4,1,1,4,0.26471,590.8688652,527.2680084,541.6717474,521.7449618,1
8075,2,7,7,3,1,4,0,0,1,3,4,1,1,1,-1.46666,508.7733588,430.4533294,427.9874764,516.7045388,1
18651,1,6,9,3,1,3,1,0,1,4,4,1,1,1,-0.77528,666.781016,584.3098894,572.498973,572.5237078,1
7830,1,7,6,3,0,3,0,1,1,4,4,1,1,1,-1.18621,437.0343134,424.2745478,544.8500494,534.5420088,1
17787,2,7,6,2,1,2,0,1,1,4,1,1,1,1,-1.52233,387.08154,369.9386032,398.884401,356.4121914,1
17806,1,5,5,3,1,4,0,1,1,4,4,1,1,1,0.28724,547.744927,483.7759518,553.4833942,483.9892826,1
27677,1,6,6,2,1,2,0,1,1,2,3,1,1,1,-1.18621,525.7393782,445.0126524,474.5207766,550.494244,0
23532,2,7,7,2,1,3,0,0,1,3,3,1,1,1,-1.80694,550.6896712,478.2829594,434.6117904,448.939615,1
5003,2,8,9,3,1,2,0,1,1,3,3,1,1,1,1.10734,603.233052,583.3879822,559.0257208,519.0394342,1
21363,2,6,6,3,1,3,0,1,1,3,3,3,1,1,-0.77528,523.573831,462.9222512,540.9281206,597.2992802,0
4427,1,4,4,1,1,4,1,0,1,3,3,1,1,1,0.73644,494.457987,424.726946,400.0015264,440.1210306,1
25705,1,7,7,3,1,3,0,0,1,3,4,1,1,1,-1.11609,488.41339,502.3602582,521.939183,558.4680894,1
787,1,4,4,2,1,4,0,0,1,4,4,1,1,1,-0.37127,539.86594,454.0775022,568.4542044,477.4842612,1
17284,1,9,9,1,1,3,0,1,1,4,4,1,1,1,-0.331,360.1290228,453.304142,420.2011794,422.725649,1
18106,2,7,1,3,0,1,0,1,1,4,4,1,1,1,0.81276,469.6852834,424.0908502,475.6325386,507.2597368,1
21605,2,4,4,5,0,1,0,0,2,1,3,2,3,2,-0.4727,478.90064,386.8464152,437.0780818,399.0083908,1
20402,1,1,1,4,1,4,1,0,1,3,4,1,1,1,1.47958,626.0735544,504.2970916,535.4652424,522.7988186,1
22968,2,6,2,2,1,3,1,0,1,3,4,1,1,1,0.11598,,472.2844274,502.4063568,511.2784388,1
2489,2,6,6,3,0,4,1,0,1,3,3,2,1,1,-0.77528,458.084598,498.9980866,497.1786596,470.1362672,1
10074,2,5,5,3,1,3,0,1,2,4,3,2,1,2,0.32551,614.2336288,585.3802642,608.7761756,677.6700216,1
20143,1,8,8,3,1,3,0,0,2,2,2,3,2,1,-0.31999,423.2368508,464.6771056,541.8288962,581.3416226,0
17905,1,1,1,2,1,3,1,0,1,3,4,1,1,1,1.81735,611.8630322,638.96451,619.5106448,650.5774926,1
17155,2,6,4,1,1,4,1,0,1,4,4,1,1,1,0.33381,378.2193034,568.501883,528.7708982,466.1321312,1
20002,2,9,6,2,1,2,0,1,1,4,1,1,1,3,-0.42471,389.3322066,531.5078714,486.837123,389.1224148,1
28125,2,9,9,2,0,4,0,1,1,3,3,2,1,1,-0.42683,429.1267914,527.8992118,417.4007962,367.3133954,1
3576,1,1,1,1,1,3,0,1,1,4,4,2,1,1,1.22369,676.5069132,638.665218,671.3977156,620.8040706,1
22800,1,2,2,1,1,4,0,1,1,4,4,1,1,1,1.46284,510.0234272,595.9713422,587.0836036,541.0325886,1
28443,1,8,7,6,0,5,0,1,1,4,4,1,1,1,-2.13877,323.8997958,508.0446632,363.5777754,387.8844238,1
18894,1,6,6,2,1,4,1,0,1,3,3,1,2,1,-0.11676,605.5498946,608.0199096,663.7830104,596.872143,1
14101,1,6,4,2,0,1,1,0,1,4,4,1,1,1,-1.11419,386.8737792,538.9144768,281.0801592,301.8543846,1
8160,2,2,1,2,1,3,0,1,1,3,4,1,1,1,1.22369,609.3518132,642.5012496,626.4375518,646.4041182,1
17725,1,1,1,3,1,3,0,0,1,4,4,1,1,3,1.22369,450.6123112,420.7571938,424.0369938,551.9530288,1
8135,1,8,8,3,1,2,1,0,1,3,3,2,2,2,0.87231,598.6305778,723.2080826,587.9349762,677.4602146,1
1910,2,6,6,3,1,3,0,0,1,4,4,2,1,1,-0.78357,513.3429406,702.3855346,655.791084,496.3601172,1
12584,1,8,8,3,0,5,0,0,2,1,4,1,1,1,-0.36551,336.3402026,584.4790024,482.7746252,497.0153672,1
20542,2,8,8,2,1,4,1,0,1,3,3,1,1,1,0.0575,559.978119,541.6061362,480.4066708,550.6941768,1
21421,2,6,6,3,0,2,0,0,1,3,3,1,1,1,-1.92912,443.1504716,429.0077684,454.097672,440.3440176,1
16471,1,8,2,5,0,3,0,0,1,3,3,2,2,2,0.51861,519.2192824,413.5958298,432.7860212,445.8160258,1
14537,2,6,7,5,0,1,0,1,1,3,3,3,1,1,-1.44525,317.2867158,,352.1802958,,1
22709,1,8,8,2,1,3,0,0,1,4,4,1,1,1,-0.75705,545.5990028,491.3112182,483.1566646,455.458607,1
19337,2,8,8,3,1,2,0,0,1,3,1,1,1,1,1.07746,487.5445744,579.1972552,639.7318446,512.9471004,1
14134,2,6,6,1,1,3,0,0,3,3,2,2,1,1,-1.51819,454.7182274,366.5369624,463.9465554,331.4380492,1
5578,2,4,6,2,1,4,0,0,1,2,4,3,2,2,0.97559,539.1488934,635.2435804,542.5416788,532.8708884,0
28341,2,2,2,3,1,2,0,1,1,3,3,2,1,1,1.47958,573.700947,464.74048,699.7204736,617.0083044,1
9737,2,1,1,6,1,2,0,0,3,3,3,3,1,3,0.03158,493.070463,507.508271,352.5730182,265.7627994,1
27912,2,6,6,3,1,3,0,0,2,4,4,1,1,2,-0.42471,343.0181556,367.6659132,419.9673492,425.0266082,1
10487,1,7,4,3,0,2,0,1,1,2,1,2,1,1,-1.7863,436.6631928,,438.7295748,,0
1540,2,1,1,2,1,3,1,0,1,3,3,1,2,1,1.81735,530.797897,607.3989174,644.5451858,554.681537,1
17406,2,5,3,1,1,3,0,0,3,1,3,1,3,1,-0.37957,344.1901666,405.871992,430.2440262,343.6234312,0
6051,2,8,8,5,1,2,1,0,1,3,3,1,1,1,-1.05377,599.8421166,490.9979872,577.5873684,515.039892,1
20265,1,7,6,5,1,3,1,1,1,4,4,1,1,1,-1.92912,570.7420222,434.9300304,509.7380856,497.6080854,1
5855,2,7,4,4,1,1,0,0,2,9,9,3,4,9,-0.37127,261.5990924,485.8629172,288.3728006,397.934208,1
8223,2,8,8,4,0,3,0,1,2,3,2,2,2,4,-1.94819,303.143232,381.1011748,293.9013418,319.2934356,1
9330,1,6,6,3,1,2,1,0,1,3,3,1,1,1,-0.11676,603.3736408,505.8518394,479.0315926,478.7627522,1
28829,1,8,8,3,1,4,0,0,1,3,3,1,1,1,0.75289,592.715117,605.6473446,492.6386704,549.2231426,1
29017,1,1,1,3,1,4,1,0,1,4,4,1,1,1,1.22369,463.0017644,461.1575538,470.4204798,519.4315848,1
23399,2,2,9,1,1,3,1,0,1,4,4,1,1,1,1.47958,519.7833192,483.7865558,539.7380244,528.4554212,1
16844,1,8,8,4,1,2,0,0,1,3,3,1,1,1,-0.36292,434.323751,641.377821,518.9884538,557.8496286,1
19751,1,6,6,3,0,4,1,0,2,3,3,3,2,3,-0.78357,397.092109,433.8648138,472.681766,497.1951724,1
8628,2,6,6,3,0,2,0,0,1,4,4,4,1,1,-0.11676,383.1414568,396.2580114,403.4850864,392.7127894,1
24700,1,1,1,1,0,2,1,0,1,3,4,1,1,1,1.46284,486.759734,380.8087836,453.3787656,586.7816962,1
14303,1,5,6,2,1,3,0,1,1,2,3,2,1,1,0.63781,596.6995892,501.8204906,443.276216,533.5060158,1
28239,2,6,8,2,0,2,0,1,1,2,3,2,1,2,-0.77528,485.754632,456.9738814,423.3684886,517.1413246,1
24502,1,6,6,3,0,3,0,0,2,1,2,3,3,3,-0.11676,469.8676832,503.4393948,450.6452046,545.8889646,0
4642,2,4,6,1,0,3,0,0,1,2,3,3,2,1,0.97559,362.9115478,324.1178434,398.4026,354.5394374,1
12368,2,8,8,2,1,3,0,0,2,3,3,2,2,3,1.31175,512.3601282,653.3885534,584.2847716,514.8406168,1
206,2,4,2,3,1,3,0,1,1,4,4,2,1,1,1.11227,645.314156,591.744341,609.8954808,545.4460066,1
4691,1,7,6,2,1,4,0,1,1,3,4,1,1,1,-0.433,661.2458664,499.8010932,583.9920494,629.4044922,1
383,1,8,6,2,1,3,0,1,1,3,4,2,2,1,-0.42471,531.9713626,496.0202706,509.0923064,631.905592,1
28856,2,8,8,2,0,3,1,0,1,3,3,2,2,1,-0.13585,543.0402918,482.4580412,521.736069,546.9379288,1
14375,2,8,8,1,1,3,1,0,2,3,3,1,1,1,1.48651,602.4283508,645.7262166,644.1033136,658.3216814,1
23728,2,1,1,2,1,2,1,0,1,3,3,1,1,1,1.22369,587.088413,745.595945,670.4337004,550.090395,1
19005,2,8,6,4,0,3,0,0,1,3,4,1,1,1,-1.18621,368.8135166,465.787109,409.8625708,372.5567386,1
3879,2,7,7,2,0,9,0,1,1,1,1,1,1,1,-2.13877,424.8276052,420.2316452,420.8869314,339.2057002,0
19990,2,6,6,3,0,3,1,0,1,3,4,1,1,1,0.22102,386.1341922,481.8801884,472.1631914,374.6750868,1
5735,2,2,8,3,1,4,1,1,1,3,4,1,1,1,1.81735,634.2249794,751.082166,589.7894388,525.7082154,1
11064,2,8,8,2,1,2,1,0,1,3,3,2,2,2,0.04502,448.5998754,565.3497282,595.9639,520.7061066,1
7455,2,5,7,3,0,4,0,0,2,4,3,1,1,1,-1.04338,401.4073766,460.9859208,393.3316638,436.3823374,1
28450,2,6,6,2,1,3,0,0,2,3,3,2,2,2,-1.18621,507.6449096,,567.9645304,565.1975458,1
12766,2,6,8,1,0,2,1,0,2,4,3,2,1,1,0.22102,434.6844204,443.6878636,390.0984802,410.5256974,1
2952,2,5,5,2,1,3,0,0,1,4,4,1,1,1,0.63781,453.1735436,553.1642498,481.0911332,528.2674898,1
7359,1,4,6,3,1,4,0,0,1,3,3,2,2,2,0.38193,426.0083688,390.1889866,448.4217598,438.028678,1
14076,1,1,1,1,1,4,0,0,1,3,4,2,1,1,1.12506,535.1488844,470.0041662,545.3059856,564.5614804,1
2868,2,6,5,1,0,1,1,0,1,3,3,1,1,1,-0.37127,453.9396888,356.4627592,471.0987682,429.658659,1
9894,1,8,8,5,0,1,0,1,9,4,2,2,2,1,-1.99271,293.0617618,,308.8110412,303.1239328,1
18058,2,6,6,2,1,4,0,1,3,1,3,1,1,1,-0.78357,610.4571754,461.5299798,592.9773542,626.4623398,1
3722,2,4,2,3,0,2,0,0,9,4,4,2,1,2,0.11598,327.5235642,334.9560972,322.7694444,381.3987498,1
17737,2,4,1,1,1,2,1,0,1,4,4,1,1,1,0.46655,560.144007,474.5867712,556.7920898,552.3816208,1
19310,2,3,6,1,1,3,0,0,2,3,3,2,2,1,0.97559,574.9008014,598.8607908,646.5094426,660.0319824,1
9117,2,6,7,1,0,1,0,1,1,3,2,1,1,2,-1.44739,345.3935942,387.0165068,368.1812718,344.0262956,0
19592,2,4,4,3,1,2,0,1,1,3,4,4,1,1,-0.029,515.4799044,,528.1090124,,1
17978,2,8,8,2,1,2,0,1,1,3,3,1,1,1,1.11384,705.4727624,649.0175948,664.8746278,684.3437498,1
15602,1,1,1,2,1,2,0,0,1,3,3,1,1,1,1.46284,483.6313812,543.7941782,486.8393212,584.5159004,1
1908,2,3,8,2,1,2,1,0,1,4,4,1,2,1,0.62502,481.4691874,610.297629,,515.663275,1
5288,2,7,6,1,1,3,0,0,2,2,2,1,4,3,-1.92912,427.9537424,489.7806328,473.304868,441.8095526,0
14738,9,8,8,1,0,1,1,0,4,3,1,4,1,1,-2.13196,,448.9774334,281.0450898,366.0730266,1
14233,2,1,1,5,1,5,0,0,1,4,3,1,1,1,1.81735,502.3214902,588.3253506,623.001485,462.1436072,1
26347,1,6,6,5,1,3,0,1,1,2,2,2,1,9,-0.37264,397.6924488,421.4791752,460.9502404,509.9722642,1
24264,2,8,8,2,0,4,1,0,1,4,3,1,1,1,0.79786,418.7697718,404.6264162,455.7273168,477.056524,1
18953,2,1,1,2,1,3,1,0,1,3,3,2,3,2,0.79073,498.5617174,621.7902796,492.4101104,437.4065892,0
13231,2,4,6,2,1,2,1,0,1,3,3,2,1,1,0.97559,479.8851048,,640.9027766,,1
13757,1,6,6,5,0,4,0,0,1,3,3,2,1,1,-1.18621,349.083198,477.5456834,435.3293292,461.7764986,1
14795,1,6,5,1,1,3,0,0,2,4,4,1,1,2,0.21409,456.8954602,444.6929932,538.6225154,455.0316818,1
18055,2,2,3,1,1,3,1,0,3,4,4,3,2,3,0.45825,414.0521414,501.4294078,427.7987332,399.6381972,1
19286,2,2,2,2,1,2,0,1,1,2,3,1,1,2,0.82106,407.1447348,601.9961434,535.214792,422.0758534,1
2385,2,3,8,3,0,3,1,0,1,4,4,1,1,1,0.28724,420.9042276,433.5834028,414.858384,410.7369456,1
8461,2,4,6,1,0,1,0,0,1,4,4,1,1,1,-0.0207,451.9815532,453.464656,462.794975,368.8063106,1
4860,1,6,6,3,1,2,1,0,1,4,1,1,1,1,-1.51819,394.38644,445.0962618,374.0986852,477.9167502,1
2145,1,8,8,2,0,2,0,0,1,1,2,2,2,1,-0.30998,511.000375,427.5225854,482.0725368,376.3520136,1
18634,1,4,3,3,1,2,0,1,1,4,4,1,1,1,0.38193,552.818988,573.7098026,611.5985552,585.1222524,1
7973,1,7,6,2,1,3,0,0,1,4,4,1,1,2,-0.77528,531.6148942,,378.9753444,,1
24151,2,6,6,2,0,3,0,1,1,3,2,1,1,1,-1.51819,531.4501376,511.7302734,435.1111914,464.0252548,1
22607,1,3,3,2,1,3,0,1,1,3,3,2,2,1,0.03136,504.4737438,532.0126048,389.882953,514.2099842,1
22471,2,1,1,1,1,3,1,0,1,3,3,1,1,1,1.81735,516.690883,431.7921028,487.9852474,436.9970246,1
20331,1,3,4,3,1,4,1,0,1,3,4,1,1,1,0.97559,521.9566136,568.2083588,607.4075812,653.561158,1
14821,2,4,7,2,1,3,0,1,1,4,4,1,1,1,0.03136,567.0531114,547.1570588,582.204804,591.421708,1
8838,1,3,6,1,1,3,1,0,1,3,3,1,1,1,0.63781,616.554382,713.812591,653.742563,652.4862202,1
16454,2,3,6,2,1,3,0,1,1,3,3,4,1,1,-1.7863,476.0029842,488.5849578,477.9552958,451.2694036,1
4378,2,8,8,3,1,3,0,1,3,3,2,2,2,2,-0.63838,566.3797758,583.7506918,557.074877,532.6814488,0
21239,2,3,3,1,1,3,0,1,1,4,4,1,1,1,0.33381,554.0539446,629.3032498,612.712759,480.8604246,1
11912,1,6,5,2,1,5,0,0,1,4,4,1,1,1,0.63781,521.6035616,430.6808538,424.0822958,538.3260028,1
6853,1,4,4,3,1,4,0,0,1,3,4,1,1,1,-0.37127,566.2432386,427.9993156,476.7594462,491.334039,1
2174,1,6,3,2,1,4,1,0,2,2,4,3,1,1,0.22689,517.6627524,504.2325788,602.3690696,578.6014272,1
29136,1,6,7,2,1,2,0,1,2,2,3,2,1,1,-1.44739,393.7409038,338.9867522,324.5620838,,1
27287,1,6,3,2,1,4,0,1,1,4,4,1,1,1,-0.12369,590.018738,682.5532766,594.5388768,580.9426442,1
2630,1,9,9,3,0,5,0,0,1,4,4,3,1,1,-1.17242,368.2390846,492.8115988,460.4736026,490.0817624,1
7117,2,8,8,3,1,3,0,0,1,3,3,1,1,2,0.80872,504.692746,470.7243698,474.0864978,415.5693176,1
2182,1,6,6,5,0,4,1,0,1,3,4,3,2,1,-0.78887,422.5321162,453.8545402,431.879723,500.5615522,1
